evaluation_type,feature_scenario,removed_features,model,output_strategy,target,load_condition,n_features,n_train,n_test,MAE,MSE,RMSE,R2,fit_s,predict_s,notes
filtered_test,cnc_available_all,(none),LightGBM,single,ACCEL_RMS,all,28,172132,35832,26.500133607687168,3020.739276288472,54.96125249926963,0.8546511133599208,5.050330400466919,0.02961421012878418,offline temporal split
filtered_test,cnc_available_all,(none),LightGBM,multi,ACCEL_RMS,all,28,172132,35832,26.50013360768717,3020.739276288472,54.96125249926963,0.8546511133599208,15.226162672042847,0.10951733589172363,offline temporal split
filtered_test,cnc_available_all,(none),XGBoost,multi,ACCEL_RMS,all,28,172132,35832,26.762584619120837,3032.849211851906,55.071310242738065,0.8540684196911077,4.4296417236328125,0.03432750701904297,offline temporal split
filtered_test,cnc_available_all,(none),XGBoost,single,ACCEL_RMS,all,28,172132,35832,26.762584619120837,3032.849211851906,55.071310242738065,0.8540684196911077,1.6218194961547852,0.012026548385620117,offline temporal split
filtered_test,cnc_available_all,(none),LightGBM,single,ACCEL_PEAK,all,28,172132,35832,66.6128856146948,17874.50672094351,133.6955747994058,0.8513415131136277,4.855466604232788,0.0370180606842041,offline temporal split
filtered_test,cnc_available_all,(none),LightGBM,multi,ACCEL_PEAK,all,28,172132,35832,66.6128856146948,17874.50672094351,133.6955747994058,0.8513415131136277,15.226162672042847,0.10951733589172363,offline temporal split
filtered_test,cnc_available_all,(none),RandomForest,multi,ACCEL_RMS,all,28,172132,35832,27.733485891901683,3090.154773301106,55.589160573812464,0.8513110484673456,17.98921012878418,0.0678396224975586,offline temporal split
filtered_test,cnc_available_all,(none),RandomForest,single,ACCEL_RMS,all,28,172132,35832,26.267926926285938,3124.599536845563,55.89811747139221,0.8496536700662811,16.72333860397339,0.06666111946105957,offline temporal split
filtered_test,cnc_available_all,(none),XGBoost,single,ACCEL_PEAK,all,28,172132,35832,69.76353916784572,18476.318315598808,135.9276216064962,0.8463363735341781,1.8374156951904297,0.014203071594238281,offline temporal split
filtered_test,cnc_available_all,(none),XGBoost,multi,ACCEL_PEAK,all,28,172132,35832,69.76353916784572,18476.318315598808,135.9276216064962,0.8463363735341781,4.4296417236328125,0.03432750701904297,offline temporal split
